c,idade,sexo,tempo_como_cliente,frequencia_uso,ligacoes_callcenter,dias_atraso,assinatura,duracao_contrato,total_gasto,meses_ultima_interacao,cancelou
2788980,480,Female,470.0,20,20,30,Basic,Annual,91082,50,0
2991780,460,Male,590.0,200,20,170,Premium,Annual,86532,30,0
1355160,330,Female,30.0,40,30,250,Standard,Quarterly,5350,270,0
2903160,250,Male,530.0,300,20,160,Standard,Annual,73787,280,0
4325040,250,Male,380.0,250,10,190,Standard,Annual,91905,30,0
3272020,490,Female,430.0,90,10,150,Basic,Quarterly,8757,20,0
1387560,620,Female,510.0,300,100,120,Basic,Annual,3320,160,0
3236860,460,Female,30.0,170,10,90,Premium,Quarterly,85275,70,0
391930,210,Female,480.0,160,50,100,Standard,Annual,9130,180,0
4368550,340,Male,440.0,60,20,60,Basic,Annual,90272,90,0
2203770,370,Male,460.0,100,0,300,Standard,Monthly,62905,30,0
4229690,260,Male,410.0,210,20,200,Standard,Quarterly,69538,190,0
1814110,530,Male,590.0,200,10,230,Basic,Quarterly,6320,170,0
3749500,370,Male,540.0,190,20,20,Standard,Annual,93686,220,0
1005590,540,Female,480.0,260,70,240,Basic,Quarterly,3710,30,0
1186720,190,Male,400.0,120,100,120,Standard,Quarterly,3410,230,0
3589850,410,Male,160.0,280,30,180,Basic,Annual,99255,230,0
1525310,180,Female,300.0,50,100,200,Standard,Quarterly,1070,130,0
1991080,600,Male,180.0,230,30,270,Basic,Quarterly,8400,160,0
2950450,280,Female,430.0,170,0,30,Premium,Annual,63122,110,0
273280,360,Female,420.0,160,80,70,Standard,Quarterly,7730,260,0
4235860,210,Male,460.0,300,0,80,Basic,Quarterly,7882,210,0
4120510,370,Male,550.0,50,20,140,Basic,Annual,71231,200,0
1296300,240,Male,470.0,60,30,200,Standard,Quarterly,6670,170,0
1933860,360,Female,290.0,260,20,70,Basic,Quarterly,5560,300,0
3997370,350,Female,180.0,160,20,50,Premium,Annual,77711,40,0
2080860,210,Male,110.0,30,90,210,Basic,Quarterly,85129,60,0
3208790,240,Female,390.0,200,10,180,Premium,Annual,7335,60,0
799990,510,Female,540.0,120,90,60,Basic,Monthly,8120,90,0
2853130,260,Female,550.0,280,20,130,Basic,Quarterly,9205,60,0
4408030,350,Male,410.0,170,30,80,Basic,Quarterly,70455,270,0
2325780,540,Male,20.0,190,80,120,Basic,Annual,62332,160,0
1675610,400,Female,80.0,70,10,100,Standard,Quarterly,9550,300,0
4406490,480,Male,600.0,240,20,20,Basic,Annual,68173,240,0
908720,300,Female,100.0,270,90,300,Basic,Monthly,4330,200,0
3467180,430,Female,510.0,10,20,10,Premium,Annual,95398,20,0
1338690,330,Female,60.0,110,70,70,Standard,Quarterly,2180,30,0
1434600,480,Female,470.0,50,70,0,Premium,Quarterly,7410,270,0
3147870,420,Female,230.0,170,10,0,Basic,Annual,88105,70,0
3532160,310,Male,80.0,270,0,80,Basic,Quarterly,86197,200,0
3635860,280,Male,180.0,120,0,200,Premium,Annual,71916,200,0
3451570,340,Female,450.0,40,10,140,Premium,Quarterly,80695,80,0
2172130,200,Male,150.0,120,70,10,Standard,Monthly,23598,200,0
3187780,400,Female,70.0,160,40,0,Basic,Quarterly,54039,40,0
1165930,210,Male,30.0,240,10,300,Premium,Annual,1570,170,0
2411800,380,Female,180.0,90,70,160,Basic,Annual,50502,220,0
75170,300,Male,230.0,240,40,70,Standard,Quarterly,6360,210,0
2239340,580,Female,140.0,190,90,170,Premium,Quarterly,37861,80,0
1347430,270,Female,220.0,140,60,250,Basic,Quarterly,1240,210,0
4109490,300,Male,110.0,70,30,170,Standard,Quarterly,62892,250,0
2099380,260,Female,370.0,130,60,300,Premium,Monthly,15507,240,0
2912300,330,Male,560.0,280,10,30,Standard,Annual,88833,210,0
443700,280,Male,200.0,270,50,230,Premium,Quarterly,4280,30,0
3032730,310,Male,120.0,300,20,190,Standard,Annual,9332,10,0
2367210,350,Female,140.0,40,90,270,Basic,Annual,7477,20,0
1347640,470,Male,430.0,140,50,130,Premium,Quarterly,2640,80,0
4275570,310,Male,280.0,290,20,110,Basic,Quarterly,58494,160,0
3100740,290,Male,250.0,230,20,160,Standard,Annual,52356,120,0
2433250,350,Female,520.0,10,100,90,Premium,Monthly,52344,250,0
3824210,330,Male,600.0,30,30,80,Premium,Quarterly,98363,50,0
2208430,510,Female,380.0,60,10,230,Standard,Annual,45546,200,0
2947180,340,Female,110.0,300,10,120,Premium,Quarterly,93723,130,0
3638790,420,Male,180.0,240,10,180,Standard,Quarterly,95073,80,0
823760,320,Female,200.0,100,50,130,Standard,Monthly,8650,280,0
4312430,300,Female,370.0,50,0,110,Basic,Annual,97975,90,0
1743170,410,Female,210.0,20,30,20,Standard,Annual,5160,280,0
2213850,600,Male,280.0,60,20,50,Premium,Annual,50181,300,0
3332280,270,Male,290.0,220,0,110,Basic,Annual,6877,200,0
814350,580,Female,230.0,100,20,240,Basic,Annual,2300,180,0
2983940,380,Male,180.0,160,20,70,Standard,Annual,95573,280,0
1348070,370,Male,460.0,110,100,120,Premium,Quarterly,2190,80,0
419660,500,Female,320.0,10,50,210,Standard,Quarterly,5440,290,0
1818600,220,Female,250.0,70,30,120,Basic,Annual,4100,80,0
1376220,270,Male,30.0,140,0,200,Basic,Monthly,8540,30,0
3257660,400,Female,160.0,260,20,110,Premium,Annual,7698,40,0
360770,260,Female,80.0,80,70,250,Premium,Annual,2480,230,0
2453100,450,Male,240.0,20,70,150,Standard,Monthly,12375,200,0
3474480,440,Male,50.0,130,40,0,Premium,Quarterly,55221,270,0
3062030,210,Male,290.0,110,0,70,Basic,Annual,79305,230,0
707740,370,Male,340.0,220,50,50,Basic,Annual,5970,290,0
731380,460,Male,230.0,150,20,50,Premium,Annual,2420,120,0
1673240,250,Female,200.0,10,70,110,Basic,Annual,4990,180,0
767030,410,Male,580.0,200,100,50,Standard,Annual,6580,20,0
1236890,190,Male,470.0,260,60,270,Basic,Annual,2350,230,0
1417350,520,Male,400.0,30,80,260,Basic,Monthly,3650,80,0
185570,240,Male,190.0,90,40,50,Standard,Monthly,8220,240,0
1682580,300,Female,10.0,240,40,250,Standard,Quarterly,3890,270,0
3206230,360,Male,150.0,120,20,90,Standard,Annual,60636,110,0
1457100,210,Male,210.0,30,0,0,Standard,Annual,5290,110,0
192950,490,Female,30.0,10,40,280,Premium,Quarterly,5530,220,0
4315650,480,Male,120.0,210,30,70,Standard,Quarterly,79736,110,0
1506090,330,Female,580.0,110,80,110,Premium,Annual,9390,220,0
661560,460,Male,310.0,140,50,0,Standard,Quarterly,7900,230,0
2725990,290,Male,550.0,210,20,90,Standard,Quarterly,72206,270,0
1860480,520,Female,10.0,270,30,90,Basic,Quarterly,1520,50,0
2093000,610,Male,430.0,270,70,150,Standard,Annual,48466,50,0
1139840,550,Male,260.0,80,80,80,Premium,Monthly,5950,120,0
122280,210,Female,110.0,50,100,10,Standard,Monthly,1880,190,0
1660550,500,Female,70.0,280,90,250,Premium,Annual,6940,60,0
611300,340,Male,70.0,170,20,240,Standard,Quarterly,6800,220,0
3804390,360,Male,280.0,190,0,180,Basic,Quarterly,75202,210,0
82560,560,Female,130.0,260,0,130,Premium,Quarterly,8110,220,0
1416440,340,Female,540.0,260,30,200,Premium,Annual,6180,200,0
2197130,580,Female,100.0,190,20,220,Basic,Quarterly,70543,230,0
3210970,230,Female,220.0,130,20,100,Standard,Quarterly,74059,40,0
1893710,560,Male,200.0,110,20,240,Basic,Monthly,2160,200,0
1235990,520,Female,80.0,60,100,20,Standard,Monthly,9530,50,0
740350,320,Male,120.0,250,10,30,Premium,Annual,2050,160,0
2686950,260,Male,320.0,190,0,140,Basic,Annual,94267,180,0
4095300,370,Female,140.0,170,20,90,Premium,Annual,62458,90,0
2664290,500,Male,290.0,160,50,90,Standard,Annual,87527,60,0
3626260,470,Male,190.0,140,0,10,Standard,Quarterly,56031,180,0
4057170,360,Male,530.0,180,30,100,Basic,Annual,87134,210,0
733430,370,Male,570.0,150,60,290,Standard,Quarterly,2200,50,0
4294700,310,Male,360.0,130,10,110,Basic,Quarterly,80881,160,0
2644650,320,Male,400.0,30,20,20,Premium,Annual,65055,290,0
2139480,580,Female,120.0,250,30,190,Basic,Monthly,32768,50,0
3919680,450,Female,190.0,170,20,160,Basic,Annual,63767,140,0
3773870,370,Male,560.0,30,10,40,Standard,Annual,53462,190,0
1880460,400,Female,70.0,110,100,300,Standard,Annual,9110,30,0
1622160,530,Male,520.0,150,100,280,Basic,Monthly,3510,280,0
1290100,320,Female,250.0,220,50,270,Premium,Monthly,5520,110,0
1712320,290,Female,140.0,220,50,110,Premium,Quarterly,5390,210,0
1954660,630,Male,480.0,220,90,10,Standard,Quarterly,2070,200,0
3030220,380,Female,250.0,280,20,50,Premium,Quarterly,92951,70,0
835180,410,Female,180.0,10,70,50,Basic,Annual,4200,170,0
450280,400,Female,270.0,260,40,290,Premium,Monthly,5720,70,0
2901840,410,Male,60.0,190,10,130,Premium,Annual,87761,30,0
2853120,500,Female,150.0,230,40,190,Premium,Quarterly,96843,30,0
1685540,430,Male,470.0,140,50,40,Standard,Quarterly,6220,260,0
326590,280,Male,600.0,280,70,110,Standard,Monthly,5660,280,0
3525890,450,Male,430.0,220,10,120,Premium,Quarterly,52826,210,0
1787000,400,Female,480.0,180,70,170,Standard,Annual,2710,140,0
4473870,280,Female,530.0,270,0,50,Basic,Quarterly,79895,30,0
117990,350,Male,100.0,230,80,50,Basic,Quarterly,4590,150,0
1947070,520,Female,60.0,290,70,170,Basic,Quarterly,8350,10,0
3671910,310,Male,100.0,120,30,30,Standard,Annual,52359,250,0
1771020,230,Male,230.0,270,30,290,Basic,Monthly,6060,130,0
1192320,200,Female,140.0,30,80,190,Premium,Monthly,1160,60,0
4077200,480,Male,70.0,110,20,160,Premium,Annual,76302,230,0
917030,280,Female,90.0,50,100,190,Basic,Monthly,2120,70,0
496790,520,Female,590.0,140,80,30,Basic,Monthly,3370,130,0
2192310,260,Male,470.0,130,70,210,Premium,Monthly,6909,80,0
1948650,190,Male,290.0,270,10,220,Basic,Monthly,9470,290,0
3425620,310,Male,200.0,130,10,70,Standard,Annual,67682,30,0
1073520,180,Male,530.0,220,100,270,Basic,Annual,9620,240,0
1112090,240,Male,350.0,290,30,190,Premium,Monthly,8290,110,0
3865840,470,Male,100.0,60,40,50,Premium,Quarterly,66445,180,0
1004870,580,Male,510.0,90,100,40,Premium,Annual,4830,70,0
4013560,400,Male,150.0,220,20,20,Standard,Quarterly,62328,250,0
657300,620,Male,440.0,260,70,260,Basic,Monthly,1420,270,0
2391210,560,Female,140.0,230,30,290,Premium,Monthly,14651,140,0
3833650,490,Male,240.0,300,20,120,Premium,Annual,55105,210,0
792720,270,Female,40.0,60,60,200,Premium,Quarterly,1910,190,0
616820,420,Male,500.0,240,60,170,Standard,Annual,9710,140,0
3916590,420,Female,270.0,80,40,90,Premium,Annual,56686,20,0
3463620,340,Female,570.0,160,20,110,Basic,Quarterly,91685,20,0
909240,430,Male,200.0,10,80,290,Premium,Annual,7480,40,0
2154920,570,Female,240.0,120,20,30,Standard,Quarterly,43538,300,0
2355270,220,Male,250.0,250,70,280,Basic,Annual,76156,20,0
3189680,500,Male,510.0,30,20,190,Premium,Annual,5934,100,0
4195590,370,Male,310.0,250,10,110,Standard,Quarterly,84442,170,0
871700,330,Male,150.0,120,50,180,Standard,Monthly,5150,120,0
3306650,500,Male,100.0,30,10,140,Premium,Quarterly,92506,70,0
3404110,500,Male,540.0,170,50,150,Basic,Quarterly,65879,150,0
2327540,200,Male,40.0,210,50,300,Basic,Annual,7704,50,0
3228310,330,Male,170.0,150,10,80,Basic,Annual,8846,210,0
416150,330,Male,590.0,210,100,40,Standard,Annual,9750,180,0
128710,380,Female,390.0,140,60,170,Standard,Monthly,6030,180,0
3759980,240,Male,590.0,270,20,20,Premium,Annual,76933,40,0
852190,240,Female,400.0,290,70,200,Premium,Annual,9740,200,0
2190220,350,Male,170.0,210,40,160,Premium,Annual,36324,220,0
1220110,650,Female,250.0,70,10,110,Standard,Annual,9050,180,0
88050,390,Female,400.0,260,70,210,Premium,Annual,7700,50,0
1633720,540,Male,200.0,120,90,190,Basic,Annual,2510,20,0
4399630,200,Male,180.0,200,20,130,Standard,Annual,62289,270,0
3223190,430,Male,490.0,80,10,190,Basic,Quarterly,84985,60,0
3432130,480,Male,540.0,150,30,170,Basic,Quarterly,5227,290,0
672190,180,Male,560.0,230,20,240,Premium,Quarterly,4260,120,0
515320,250,Female,130.0,270,100,0,Standard,Monthly,7360,220,0
1601490,460,Female,40.0,40,70,190,Premium,Annual,1730,300,0
1786820,440,Female,310.0,140,0,90,Premium,Quarterly,7050,210,0
1044530,600,Female,170.0,100,100,80,Standard,Monthly,1830,170,0
3911880,350,Male,90.0,30,10,160,Premium,Annual,70646,10,0
2942780,490,Male,550.0,10,10,200,Premium,Annual,83043,140,0
3180670,400,Male,230.0,260,40,200,Premium,Annual,95307,20,0
714450,600,Female,390.0,70,20,140,Standard,Annual,9680,120,0
447130,220,Female,80.0,200,10,180,Standard,Monthly,7260,110,0
341040,210,Female,240.0,170,10,0,Standard,Quarterly,9530,250,0
3976490,350,Male,160.0,110,10,160,Standard,Quarterly,7780,110,0
88120,380,Male,360.0,130,30,230,Standard,Quarterly,6970,260,0
2840450,430,Female,250.0,130,10,80,Premium,Quarterly,82617,140,0
4425410,250,Male,310.0,130,0,30,Standard,Quarterly,87274,100,0
239040,400,Male,380.0,230,70,140,Standard,Monthly,1970,130,0
805410,530,Male,220.0,210,0,290,Basic,Quarterly,6930,170,0
3098950,460,Female,330.0,60,40,170,Premium,Annual,5320,110,0
3735540,490,Male,50.0,210,0,60,Standard,Annual,8895,30,0
2343930,330,Male,340.0,200,60,260,Basic,Monthly,16235,120,0
2227600,360,Male,570.0,180,40,10,Premium,Quarterly,88749,120,0
662360,540,Male,240.0,50,80,70,Premium,Monthly,5860,150,0
1492200,430,Male,330.0,90,20,90,Premium,Monthly,3760,270,0
1550910,220,Male,130.0,180,60,260,Premium,Annual,6530,50,0
3899940,310,Female,110.0,270,10,70,Premium,Quarterly,65897,30,0
1530990,580,Male,370.0,10,30,200,Standard,Quarterly,2320,140,0
3800580,180,Male,230.0,220,0,190,Premium,Annual,79253,140,0
4039320,400,Male,70.0,180,0,10,Premium,Annual,53111,180,0
895550,560,Male,110.0,200,30,300,Premium,Annual,8570,30,0
3574300,410,Male,90.0,40,40,80,Standard,Annual,5558,90,0
2351250,450,Male,60.0,280,80,210,Standard,Quarterly,36013,100,0
3846430,280,Male,520.0,50,20,80,Basic,Quarterly,61443,10,0
3686440,470,Female,150.0,130,20,190,Standard,Quarterly,98212,50,0
2049920,230,Female,210.0,40,30,260,Premium,Annual,10493,120,0
2702500,370,Female,280.0,10,30,150,Basic,Annual,87378,140,0
3305820,180,Male,550.0,150,0,10,Premium,Quarterly,95497,140,0
345470,190,Female,580.0,260,20,230,Basic,Annual,8120,270,0
3565720,420,Male,250.0,290,10,200,Premium,Annual,87798,260,0
1416490,310,Female,40.0,150,70,290,Standard,Monthly,4000,260,0
4165890,490,Male,250.0,90,20,110,Premium,Quarterly,96059,110,0
2248510,510,Male,170.0,110,80,30,Standard,Monthly,85237,110,0
1538520,400,Female,310.0,140,90,240,Standard,Monthly,7540,160,0
4258400,210,Female,310.0,190,20,140,Basic,Annual,9867,90,0
263800,510,Female,490.0,120,10,40,Standard,Quarterly,9110,290,0
344970,620,Male,560.0,60,40,250,Premium,Quarterly,7560,40,0
4197470,320,Female,30.0,160,30,80,Standard,Annual,79328,80,0
898530,440,Male,330.0,110,30,250,Basic,Monthly,1140,110,0
4111730,440,Male,490.0,280,10,170,Standard,Quarterly,53236,80,0
2159720,240,Female,560.0,10,100,100,Standard,Annual,65693,190,0
2085280,430,Female,110.0,30,50,20,Premium,Quarterly,71111,160,0
404150,280,Male,480.0,160,50,140,Premium,Monthly,2260,230,0
1136880,570,Female,410.0,50,100,10,Standard,Quarterly,5370,240,0
4095450,470,Female,410.0,100,20,70,Premium,Annual,60525,60,0
2823100,180,Male,530.0,160,0,150,Premium,Quarterly,61766,210,0
242630,350,Female,220.0,60,80,30,Premium,Quarterly,7290,280,0
1415740,400,Male,470.0,20,90,0,Premium,Monthly,3780,250,0
2054770,440,Female,550.0,110,60,270,Standard,Quarterly,88344,130,0
2413660,450,Male,160.0,20,100,220,Standard,Monthly,68612,60,0
4176340,400,Male,240.0,230,20,130,Premium,Quarterly,72253,150,0
99470,210,Female,460.0,280,50,300,Standard,Quarterly,9320,170,0
1796610,500,Female,30.0,140,100,140,Basic,Quarterly,1570,210,0
2223140,570,Male,140.0,50,0,250,Basic,Annual,6755,240,0
3153070,200,Male,520.0,230,20,100,Premium,Quarterly,57342,220,0
3261740,280,Female,590.0,250,20,170,Basic,Annual,59913,100,0
2692830,380,Female,110.0,300,20,150,Basic,Annual,81239,50,0
1865210,380,Female,170.0,130,100,200,Premium,Quarterly,7690,70,0
3564210,480,Female,480.0,70,40,10,Basic,Annual,80836,120,0
257600,600,Female,100.0,160,70,80,Basic,Monthly,5220,50,0
204190,500,Female,210.0,140,10,150,Standard,Monthly,5630,10,0
3452110,420,Male,30.0,90,0,100,Standard,Quarterly,67053,40,0
1393770,430,Female,130.0,140,70,250,Basic,Monthly,4340,250,0
863490,220,Female,580.0,220,0,10,Basic,Quarterly,9960,240,0
1355720,200,Female,210.0,180,10,250,Basic,Annual,4360,60,0
3411730,330,Female,330.0,30,20,90,Premium,Annual,97966,150,0
2748840,280,Female,240.0,180,0,200,Basic,Quarterly,69843,60,0
4187120,460,Male,550.0,90,20,180,Premium,Annual,54455,210,0
803810,310,Female,520.0,20,50,70,Standard,Annual,3220,60,0
313660,490,Male,550.0,40,80,140,Premium,Annual,3830,290,0
2381720,310,Male,130.0,70,30,300,Basic,Monthly,48736,220,0
4403120,410,Male,520.0,60,0,140,Standard,Quarterly,94924,130,0
1592590,390,Female,450.0,260,90,140,Premium,Annual,6540,80,0
2447320,590,Female,100.0,90,70,40,Basic,Quarterly,8050,30,0
4188540,270,Female,90.0,70,10,110,Premium,Quarterly,63523,60,0
3113960,450,Male,40.0,220,10,130,Standard,Annual,53557,160,0
3229750,360,Female,30.0,50,10,30,Standard,Quarterly,76835,140,0
3622670,440,Male,560.0,210,10,110,Premium,Quarterly,80504,130,0
3830540,210,Female,590.0,120,0,60,Standard,Quarterly,77532,60,0
2470540,310,Male,440.0,100,70,140,Standard,Annual,72707,280,0
1344630,520,Male,210.0,130,10,300,Premium,Quarterly,3150,190,0
1569440,420,Female,320.0,110,60,60,Premium,Monthly,6720,150,0
1750090,590,Female,260.0,270,0,270,Basic,Annual,6730,270,0
3887530,180,Male,330.0,290,0,70,Basic,Annual,70861,30,0
1934360,470,Female,160.0,190,50,280,Standard,Quarterly,5000,270,0
3273900,440,Male,330.0,220,10,70,Premium,Quarterly,91219,80,0
2603420,490,Male,200.0,180,10,210,Premium,Monthly,81581,20,0
2503140,340,Female,240.0,170,50,290,Premium,Annual,65087,280,0
4118020,210,Male,70.0,30,20,70,Premium,Annual,53187,110,0
3515320,500,Male,480.0,230,30,20,Standard,Quarterly,68186,200,0
4330350,500,Male,370.0,170,20,10,Premium,Quarterly,9434,30,0
2880130,240,Female,60.0,170,20,100,Standard,Annual,61328,30,0
4131190,470,Female,460.0,300,10,20,Standard,Quarterly,93412,50,0
563550,650,Female,390.0,190,90,280,Basic,Quarterly,4210,40,0
3370340,410,Male,50.0,240,10,190,Standard,Quarterly,99304,20,0
3827760,380,Male,50.0,190,30,100,Standard,Annual,89044,40,0
296480,590,Male,350.0,110,90,210,Basic,Annual,4440,180,0
1860400,610,Male,280.0,100,90,100,Premium,Monthly,4690,250,0
143140,500,Male,220.0,260,90,70,Premium,Annual,2680,230,0
3928570,430,Male,400.0,300,40,70,Basic,Quarterly,95063,170,0
2791180,350,Female,130.0,300,10,180,Premium,Quarterly,85537,90,0
2594460,550,Male,30.0,130,50,120,Standard,Monthly,82878,290,0
172730,370,Female,160.0,230,80,270,Basic,Monthly,4230,300,0
3822270,470,Male,230.0,130,30,50,Premium,Annual,57468,290,0
2269470,610,Male,100.0,100,0,170,Standard,Annual,70389,10,0
80300,540,Male,510.0,90,90,240,Standard,Quarterly,2360,130,0
714130,530,Male,390.0,90,80,260,Standard,Monthly,2400,170,0
1122730,590,Male,380.0,230,100,210,Standard,Quarterly,2560,230,0
3035030,490,Male,270.0,30,40,120,Standard,Annual,69743,100,0
465210,440,Male,110.0,270,10,110,Basic,Monthly,5610,190,0
4105320,330,Male,370.0,190,20,170,Premium,Quarterly,87802,90,0
2946790,410,Male,420.0,170,30,20,Premium,Annual,55849,30,0
1413880,420,Male,430.0,40,10,290,Premium,Monthly,1640,140,0
2925130,460,Male,360.0,40,20,80,Premium,Annual,91216,30,0
796610,180,Female,270.0,250,10,290,Premium,Quarterly,4030,290,0
2380850,420,Female,340.0,190,40,50,Premium,Monthly,10902,90,0
1071510,190,Male,310.0,80,50,80,Standard,Monthly,5940,160,0
2391560,550,Female,200.0,60,100,200,Premium,Quarterly,20275,50,0
4108230,380,Male,580.0,20,30,40,Standard,Quarterly,83406,260,0
4140580,250,Male,580.0,290,10,50,Premium,Annual,62353,210,0
566400,430,Male,370.0,90,50,230,Basic,Annual,4380,10,0
3311310,480,Female,50.0,160,20,140,Premium,Annual,63174,60,0
3885730,220,Female,200.0,160,20,20,Standard,Annual,81501,80,0
2922690,330,Female,550.0,60,30,190,Standard,Quarterly,98957,150,0
3769700,400,Male,290.0,260,30,60,Standard,Quarterly,64278,110,0
3790300,460,Male,230.0,270,10,0,Standard,Quarterly,95393,90,0
1499740,300,Male,420.0,210,40,120,Premium,Annual,3140,290,0
2981240,280,Male,60.0,300,10,70,Standard,Annual,85545,260,0
1607080,360,Female,210.0,200,80,150,Premium,Quarterly,9990,110,0
2589370,370,Male,470.0,280,20,230,Premium,Quarterly,26757,220,0
1508470,450,Female,50.0,210,50,270,Standard,Quarterly,7080,100,0
1396320,290,Female,200.0,200,70,40,Basic,Monthly,3700,250,0
3724610,190,Male,540.0,150,0,130,Basic,Annual,56637,60,0
1025060,200,Male,550.0,230,60,200,Premium,Quarterly,6140,250,0
4171210,290,Male,410.0,190,10,20,Premium,Annual,67339,80,0
3417820,390,Male,180.0,110,10,90,Basic,Annual,70731,140,0
211630,190,Male,530.0,210,10,100,Premium,Annual,1910,10,0
2525320,600,Male,450.0,260,0,260,Basic,Quarterly,59103,130,0
3219230,380,Male,270.0,290,10,150,Standard,Quarterly,77911,60,0
2539170,620,Female,130.0,190,0,280,Premium,Quarterly,96755,80,0
3089240,490,Female,290.0,240,0,130,Standard,Quarterly,51837,80,0
1365280,610,Female,120.0,30,60,160,Premium,Monthly,7850,20,0
2371380,510,Male,220.0,260,60,130,Standard,Annual,54836,40,0
787470,570,Male,400.0,100,40,240,Standard,Monthly,6730,150,0
3480740,340,Male,70.0,120,30,130,Basic,Quarterly,78755,30,0
3696920,200,Female,170.0,180,20,60,Premium,Quarterly,92876,150,0
279940,430,Female,570.0,60,90,260,Basic,Quarterly,9590,20,0
3074760,500,Female,430.0,290,10,190,Premium,Quarterly,53558,120,0
1259660,440,Female,300.0,90,90,80,Basic,Quarterly,3880,160,0
4286850,310,Male,530.0,280,30,130,Standard,Annual,71884,210,0
3028700,410,Male,550.0,290,10,120,Basic,Annual,94898,200,0
1662120,650,Male,150.0,110,100,0,Premium,Annual,5440,220,0
2263620,530,Female,100.0,250,50,100,Premium,Quarterly,91183,220,0
2267170,230,Female,350.0,200,30,230,Basic,Annual,37023,240,0
2872800,180,Male,140.0,250,0,0,Premium,Annual,51012,30,0
1379890,250,Female,600.0,100,50,290,Basic,Monthly,1200,50,0
214010,300,Female,90.0,70,80,210,Basic,Annual,6250,200,0
1875960,360,Female,480.0,230,50,190,Standard,Quarterly,1920,190,0
4110770,380,Female,300.0,260,0,180,Standard,Quarterly,71456,60,0
1370960,620,Male,380.0,190,60,130,Premium,Annual,7830,10,0
1653780,230,Male,90.0,240,40,240,Basic,Quarterly,5330,70,0
374870,280,Male,450.0,300,20,40,Premium,Annual,1090,150,0
3769910,190,Female,60.0,190,10,70,Standard,Annual,67514,140,0
2496870,210,Female,360.0,20,20,180,Premium,Quarterly,25129,110,0
3883920,440,Male,500.0,180,40,80,Premium,Quarterly,9001,210,0
1878840,570,Male,150.0,40,0,290,Standard,Quarterly,9030,80,0
3169060,200,Female,600.0,240,0,180,Premium,Quarterly,63301,50,0
1930880,550,Male,140.0,250,70,240,Basic,Quarterly,7120,110,0
2806050,330,Male,350.0,10,20,50,Basic,Quarterly,55166,120,0
4112450,500,Male,540.0,280,30,20,Basic,Quarterly,82012,80,0
19150,570,Male,280.0,120,0,180,Standard,Annual,4620,240,0
569630,630,Female,550.0,90,20,180,Basic,Annual,3390,120,0
143880,250,Male,580.0,130,0,40,Standard,Monthly,1280,60,0
3356080,370,Male,130.0,150,20,200,Premium,Quarterly,74417,180,0
3387470,300,Female,550.0,50,10,0,Basic,Quarterly,53217,110,0
891620,510,Male,540.0,180,60,300,Standard,Monthly,5160,140,0
862490,510,Female,500.0,280,20,30,Standard,Monthly,7440,70,0
937660,590,Male,160.0,130,10,220,Basic,Annual,5090,290,0
2747650,280,Female,90.0,30,10,160,Basic,Annual,94698,70,0
4183520,480,Male,250.0,250,0,170,Basic,Annual,55297,10,0
2869200,470,Male,210.0,100,10,90,Premium,Annual,98704,90,0
740810,650,Female,250.0,90,60,0,Standard,Quarterly,3140,20,0
3325370,460,Male,200.0,300,40,150,Standard,Quarterly,63583,100,0
2735470,430,Male,390.0,260,10,160,Standard,Quarterly,74179,170,0
2893070,500,Male,310.0,190,30,50,Premium,Quarterly,62584,100,0
449120,440,Female,290.0,70,0,50,Premium,Annual,3090,40,0
2691490,350,Male,90.0,260,30,150,Basic,Annual,57468,120,0
2895020,320,Male,330.0,180,0,20,Standard,Annual,75998,260,0
3501110,220,Male,480.0,40,0,130,Standard,Annual,87893,220,0
443990,640,Male,330.0,150,40,30,Standard,Quarterly,9460,100,0
807170,240,Male,520.0,40,80,130,Standard,Monthly,2790,150,0
3687220,480,Male,90.0,180,0,110,Premium,Quarterly,79676,50,0
1523110,620,Female,320.0,20,90,60,Standard,Monthly,3600,250,0
435720,360,Male,100.0,80,70,20,Premium,Annual,6660,180,0
2547700,260,Female,350.0,60,30,110,Basic,Quarterly,5642,220,0
183480,200,Male,250.0,10,10,20,Basic,Annual,2720,290,0
621680,440,Male,20.0,300,70,50,Premium,Annual,8520,300,0
1958080,300,Male,540.0,250,0,230,Premium,Annual,5780,140,0
3344120,450,Male,440.0,130,20,80,Premium,Quarterly,63766,200,0
2035950,450,Male,340.0,60,10,130,Premium,Quarterly,1120,270,0
4215230,250,Male,330.0,80,20,140,Standard,Quarterly,73962,80,0
4313710,490,Female,320.0,100,0,20,Basic,Quarterly,59578,50,0
1893330,310,Female,490.0,160,70,290,Premium,Quarterly,2270,180,0
792690,490,Female,440.0,140,20,40,Standard,Annual,4210,130,0
4374270,280,Female,320.0,40,20,150,Basic,Annual,72439,70,0
467770,620,Female,430.0,180,80,200,Premium,Annual,7380,150,0
2664070,260,Male,120.0,210,10,100,Basic,Quarterly,9972,290,0
109510,510,Female,550.0,270,90,0,Standard,Annual,1470,80,0
38570,630,Male,250.0,80,90,10,Standard,Annual,5840,270,0
2136010,520,Male,290.0,70,70,220,Basic,Quarterly,25357,50,0
2632850,260,Male,370.0,210,10,80,Basic,Annual,57136,130,0
3386600,330,Female,160.0,120,30,160,Standard,Quarterly,86324,140,0
2078660,540,Male,250.0,290,50,140,Basic,Annual,57315,90,0
940220,240,Female,500.0,80,50,220,Basic,Monthly,3060,20,0
